Year,Term,Subject,Number,Course Title,Sched Type,Primary Instructor,GPA
2018,Spring,MATH,415,Applied Linear Algebra,,"Muncaster, Robert G",2.8184974093264246
2010,Fall,FSHN,466,Food Product Development,LEC,"Brewer, Mary S",3.9126315789473685
2018,Summer,BADM,590,Fostering Creative Thinking,ONL,"Loewenstein, Jeffrey",3.8740415704387985
2020,Spring,CEE,453,Urban Hydrology and Hydraulics,LCD,"Schmidt, Arthur R",3.3461538461538467
2019,Spring,CLCV,116,The Roman Achievement,LEC,"Solomon, Jon",3.5748108108108103
2017,Summer,RLST,110,World Religions,,"Ebel, Jonathan H",3.021702127659575
2010,Spring,LAW,794,Sales,LCD,"Tabb, Charles J",3.3846875
2011,Spring,LER,543,Workplace Dispute Resolution,LCD,"Avgar, Ariel C",3.7551020408163267
2011,Summer,ANSC,250,Companion Animals in Society,DIS,"Albert, Sarah D",3.728148148148148
2021,Fall,ENG,101,Engineering at Illinois,LEC,"Forman, Gretchen M",3.5670103092783507
2016,Fall,MCB,245,Human Anat & Physiol Lab I,,"Swigart, James P",2.5868965517241382
2013,Fall,CS,101,Intro Computing: Engrg & Sci,LBD,"Gambill, Thomas N",2.6308333333333334
2013,Fall,ANTH,343,Behavior and Biology of Women,LCD,"Stumpf, Rebecca",3.6804
2011,Spring,GEOL,100,Planet Earth,DIS,"Long, Ann D",2.856086956521739
2018,Fall,ACCY,304,Accounting Control Systems,LCD,"Hayne, Christie",3.6366666666666667
2018,Spring,CHEM,103,General Chemistry Lab I,,"Gunasekera, Mutha Merenna",3.690714285714286
2013,Spring,PSYC,357,Intro Cognitive Science,LCD,"Hummel, John E",1.826086956521739
2021,Spring,CS,498,Audio Computing Lab,ONL,"Smaragdis, Paris",3.6406
2019,Fall,SOCW,427,Social Work Research Methods,ONL,"Shepke, Frank T",3.6668965517241374
2011,Spring,NRES,287,Environment and Society,LEC,"Flint, Courtney G",3.3289583333333335
2013,Fall,MATH,213,Basic Discrete Mathematics,LCD,"Modami, Babak",3.9052380952380954
2014,Fall,MCB,251,Exp Techniqs in Molecular Biol,LAB,"Kirchner, Nicholas C",3.6204761904761904
2014,Fall,ECON,302,Inter Microeconomic Theory,DIS,"DiIanni, Isaac",2.6935897435897433
2019,Spring,FSHN,414,Food Chemistry,ONL,"Bohn, Dawn M",3.8247368421052634
2012,Fall,ARCH,199,Undergraduate Open Seminar,CNF,"Mink, Barry L",3.641730769230769
2021,Spring,ACCY,301,Atg Measurement & Disclosure,LCD,"Davis, Gregory L",3.409545454545454
2021,Fall,PSYC,238,Psychopathol & Probs in Living,OLC,"Sbrilli, Marissa D",3.1577777777777776
2013,Fall,SHS,120,"Child, Comm, & Lang Ability",ONL,"Krankoski, Michelle R",3.6739130434782608
2012,Fall,ANSC,363,Behavior of Domestic Animals,LEC,"Koelkebeck, Kenneth W",3.8405797101449277
2020,Fall,GLBL,100,Intro to Global Studies,ONL,"Schrag, David M",3.7537037037037035
2021,Spring,TSM,421,Ag Safety-Injury Prevention,ONL,"Issa, Salah F",3.2725641025641026
2013,Summer,SOCW,451,HBSE I: Human Development,LCD,"Paceley, Megan S",3.7241379310344827
2011,Spring,SOC,485,Intermediate Social Statistics,LCD,"Swicegood, C G",2.8274074074074083
2016,Fall,PHIL,203,Ancient Philosophy,,"Newton, Alexandra M",3.195873015873016
2017,Spring,CHLH,206,Human Sexuality,,"Blackstone, Sarah R",3.255432098765432
2019,Fall,SOCW,420,Subst Use in Social Context,LCD,"Bennett, Kyle M",3.7742857142857145
2019,Spring,CS,296,Honors Course,LCD,"Fagen-Ulmschnei, Wade A",3.846372549019608
2013,Summer,STAT,448,Advanced Data Analysis,LCD,"Glosemeyer, Darren W",3.5525
2020,Summer,TAM,335,Introductory Fluid Mechanics,ONL,"Ramlawi, Nabil",3.0975
2015,Fall,STAT,542,Statistical Learning,LEC,"Liang, Feng",3.867931034482759
2011,Summer,KIN,448,Exercise & Health Psychology,LEC,"Motl, Robert W",3.3513513513513513
2020,Fall,CS,447,Natural Language Processing,ONL,"Hockenmaier, Julia C",3.7010256410256415
2015,Fall,BADM,322,Marketing Research,LCD,"Ng, Andy Ho Man",3.5250819672131146
2016,Spring,PHYS,419,"Space, Time, and Matter-ACP",LEC,"Ceperley, David M",2.941071428571429
2019,Spring,ME,498,Bio-Inspired Design,LEC,"Wissa, Aimy",3.774642857142857
2013,Spring,THEA,100,Practicum I,LAB,"Ciofalo, Terry A",3.8448275862068964
2015,Fall,CHEM,199,Undergraduate Open Seminar,LEC,"Spinner, David T",3.9375
2017,Spring,CMN,396,Org Comm & Diversity,,"Wright-Dixon, Trina J",3.129354838709677
2020,Spring,FIN,221,Corporate Finance,DIS,"Dyer, Michael A",3.6893333333333334
2016,Fall,ECON,203,Economic Statistics II,,"Shappo, Mariya",2.7969444444444442
2015,Fall,PHYS,499,Senior Thesis,LEC,"Elliott, Celia M",3.7628571428571425
2020,Winter,ECE,310,Digital Signal Processing,ONL,"Radhakrishnan, Chandrasek",3.3272222222222223
2018,Fall,ACE,346,Tax Policy and Finan Planning,LCD,"Breen, John",3.392222222222222
2016,Fall,GS,101,Exploring General Studies,,"Heinold, Jennifer",3.857142857142857
2010,Fall,ANSC,207,Companion Animal Biology &Care,DIS,"Faber, Trevor A",3.349047619047619
2018,Spring,ECON,535,Econometric Analysis II,,"Chung, Eun Yi",3.531590909090909
2015,Spring,CHEM,103,General Chemistry Lab I,LAB,"Goldsmith, Zachary K",3.309107142857143
2011,Spring,MATH,231,Calculus II,LEC,"Murphy, Robert F",2.5061397058823527
2013,Spring,MCB,317,Genetics and Genomics,DIS,"Rivier, David H",3.03
2013,Fall,TAM,335,Introductory Fluid Mechanics,LEC,"Keane, Richard D",2.5855140186915886
2016,Spring,ME,330,Engineering Materials,LEC,"Jasiuk, Iwona M",3.0128301886792452
2010,Spring,FIN,461,Financial Intermediation,LCD,"Peters, Stephen R",3.41
2014,Spring,KIN,150,Bioscience of Human Movement,LEC,"Boppart, Marni",3.2857142857142856
2010,Spring,CHEM,236,Fundamental Organic Chem I,LEC,"Beak, Peter",2.75825
2014,Fall,MACS,101,Intro to the Media,LCD,"Lin, Chunfeng",3.8536
2010,Spring,ACCY,304,Accounting Control Systems,LCD,"Bol, Jasmijn C",3.0985294117647055
2020,Fall,ECON,203,Economic Statistics II,OLB,"Ghosh, Anomita",2.346923076923077
2014,Spring,MCB,493,Special Topics Mol Cell Biol,LEC,"Kemper, Kim J",3.5257692307692308
2021,Spring,MCB,151,Molec & Cellular Laboratory,OLB,"Reedy, Melissa M",3.924545454545455
2020,Spring,IE,525,Numerical Methods in Finance,LCD,"Chronopoulou, Alexandra",3.5325000000000006
2021,Fall,KIN,104,Ice Skating,LAB,"Clarke, Caitlin L",3.7045454545454546
2012,Summer,MCB,250,Molecular Genetics,DIS,"Hebbard, Carleigh F",2.606363636363636
2017,Spring,SCAN,215,"Madness, Myth, and Murder",,"Malekin, Bjorn",2.757727272727273
2016,Spring,PHYS,406,Acoustical Physics of Music,LEC,"Errede, Steven M",3.833076923076923
2021,Spring,CHEM,524,Electrochemical Methods,OLC,"Shen, Mei",3.8151851851851855
2015,Spring,SOCW,402,Practice II,LCD,"Bragg, Mary",3.4
2018,Fall,FIN,300,Financial Markets,LCD,,2.3826829268292684
2012,Fall,TAM,435,Intermediate Fluid Mechanics,LCD,"Saintillan, David",3.2970370370370374
2018,Summer,ANTH,103,Anthro in a Changing World,ONL,"Krupp, Benjamin P",3.296825396825397
2011,Fall,CHLH,243,Drug Use and Abuse,LCD,"Lange, Dustin D",3.673523809523809
2013,Spring,EPSY,471,Intro to Evaluation Methods,LCD,"Greene, Jennifer C",3.754074074074074
2010,Spring,CHEM,315,Instrumental Chem Systems Lab,Q,"Scheeline, Alexander",2.7314925373134322
2019,Spring,ADV,281,Advertising Research Methods,DIS,"Ren, Yilin",2.666551724137931
2012,Fall,CMN,260,Intro to Health Communication,LCD,"LaVoie, Nicole",3.081034482758621
2011,Summer,ART,100,Understanding Visual Culture,ONL,"Burns, Jennifer",3.1703508771929823
2015,Spring,ECON,203,Economic Statistics II,LAB,"Fan, Rui",2.352115384615385
2021,Fall,AE,140,CAD,LBD,"Laystrom-Woodar, Julia K",3.4871794871794872
2019,Fall,REL,104,Asian Mythology,DIS,"Ellingson, Hannah G",3.1288461538461543
2019,Spring,KIN,104,Skating Activities,LAB,"Park, Doo Jae",3.7708333333333335
2019,Fall,MATH,220,Calculus,LEC,"Ahmed, Iftikhar",2.8775438596491223
2021,Winter,MUS,133,Introduction to World Music,ONL,"Nutting, Ian W",3.8921582733812947
2010,Fall,ENGL,102,Intro to Drama,LCD,"Hubert, Ann M",3.3546875000000003
2019,Spring,RST,242,Nature and American Culture,ONL,"Farr, Jeffrey R",3.4670571010248903
2020,Fall,CHBE,421,Momentum and Heat Transfer,OLC,"Harley, Brendan A",3.394954128440367
2011,Fall,RHET,105,Principles of Composition,LCD,"McGuire, Lee",3.667272727272727
2010,Fall,IB,473,Plant Genomics,LEC,"Ming, Ray R",3.6548275862068964
2013,Spring,CEE,460,Steel Structures I,LCD,"Fahnestock, Larry A",3.1250724637681158
2019,Fall,CLCV,120,Storytelling & Transformation,LEC,"Hadjipolycarpou, Maria",3.6748837209302323
2016,Fall,AE,454,Systems Dynamics & Control,,"Namachchivaya, N S",3.590909090909091
2012,Fall,BUS,101,Business Prof Responsibility,LCD,"Gunsalus, C K",3.7533333333333334
2012,Fall,STAT,100,Statistics,LCD,"Fireman, Ellen S",3.4287
2015,Fall,LAW,604,Criminal Law,LCD,"Moore, Michael",3.0535483870967735
2021,Fall,PHYS,485,Atomic Phys & Quantum Theory,LEC,"Vishveshwara, Smitha",2.7394594594594595
2018,Fall,LER,120,Contemporary Labor Problems,ONL,"Taylor, Don",1.1428571428571428
2019,Summer,ECE,313,Probability with Engrg Applic,DIS,"Alvarez, Juan",2.7948717948717947
2018,Fall,ECON,303,Inter Macroeconomic Theory,DIS,"Zhao, Rui",3.2018181818181817
2010,Fall,PHYS,140,How Things Work,LEC,"Greene, Laura H",3.1692951541850216
2017,Spring,FIN,221,Corporate Finance,,"Xu, Hao",2.8406249999999997
2018,Fall,FSHN,349,Food Service Sanitation,ONL,"Craft, Jill N",3.5121428571428566
2011,Fall,SHS,121,American Sign Language I,LCD,"Haring, Donald L",3.257727272727273
2014,Fall,MSE,307,Materials Laboratory I,LCD,"Rockett, Angus A",3.045818181818182
2016,Spring,CEE,462,Steel Structures II,LCD,"Fahnestock, Larry A",3.530568181818182
2018,Spring,EIL,488,English Phon & Morph for TESL,,"Franks, Suzanne C",3.5154545454545456
2019,Spring,MACS,264,Creative and Info Economies,LCD,"Heuman, Joshua M",3.6097142857142854
2014,Spring,ECE,398,Making Sense of Big Data,LEC,"Do, Minh N",3.3926470588235293
2016,Fall,THEA,101,Introduction to Theatre Arts,,"Morrissette, Jason W",3.547704280155642
2020,Spring,ADV,284,Consumer Insight,DIS,"Liu, Weizi",3.4896666666666665
2018,Fall,BIOE,414,Biomedical Instrumentation,LEC,"Pool, Marcia A",3.6318421052631575
2011,Fall,PHYS,101,College Physics: Mech & Heat,LEC,"Aksimentiev, Oleksii",2.608134715025907
2019,Fall,CHEM,203,Accelerated Chemistry Lab I,LEC,"Andino Martinez, Jose G",3.071444444444444
2011,Summer,BADM,300,The Legal Environment of Bus,LEC,"Roszkowski, Mark E",2.970472972972973
2016,Spring,FR,102,Elementary French II,LCD,"Ndiaye, Gana",3.1604
2019,Fall,LER,593,Quantitative Methods in LER,LCD,"Liu, Yihao",3.74
2011,Summer,KIN,142,Contemporary Issues in Sport,LEC,"Vitosky, Caitlin L",3.229259259259259
2021,Spring,ANSC,407,Animal Shelter Management,ONL,"Fischer-Brown, Amy E",3.17578947368421
2010,Summer,ACCY,301,Atg Measurement & Disclosure,LCD,"White, Brian J",3.609565217391304
2012,Fall,PHIL,105,Introduction to Ethics,DIS,"Harmon, Ian T",3.4258333333333333
2021,Fall,ENGL,121,Introduction to Comics,LCD,"Pacheco, Hilary",3.145217391304348
2014,Winter,ATMS,120,Severe and Hazardous Weather,ONL,"Snodgrass, Eric R",3.8633518005540166
2016,Fall,ECON,203,Economic Statistics II,,"Munoz Morales, Juan S",2.8754545454545455
2017,Spring,FSHN,418,Food Analysis,,"Cadwallader, Keith R",3.4177966101694914
2010,Spring,FIN,418,Financial Modeling,LCD,"Oltheten, Elisabeth",3.604285714285714
2021,Spring,ME,471,Finite Element Analysis,OLC,"Aluru, Narayana R",3.2555813953488375
2010,Spring,RST,410,Administration of Leisure Serv,LCD,"Gower, Ryan K",3.5385964912280703
2016,Spring,ARCH,595,Spec Prob Struct Theory & Des,LEC,"Aminmansour, Abbas",3.63875
2017,Fall,ARCH,468,Overseas Architectural Studies,,"Lapunzina, Alejandro",3.58
2014,Fall,LAW,609,Legal Writing & Analysis,LCD,"Benson, Sara R",3.2180769230769233
2018,Fall,CLCV,115,Mythology of Greece and Rome,DIS,"Sacilowski, Diana J",3.4193548387096775
2013,Fall,CMN,421,Persuasion Theory & Research,LCD,"Bigsby, Elisabeth",2.6923076923076925
2016,Spring,BADM,300,The Legal Environment of Bus,LCD,"Antonio Vicente, Lecia Ja",3.495454545454545
2015,Spring,ECON,103,Macroeconomic Principles,Q,"Sadayuki, Taisuke",2.833684210526316
2013,Fall,ACCY,301,Atg Measurement & Disclosure,LCD,"Zhou, Hailan",3.29225
2015,Fall,ACCY,304,Accounting Control Systems,LCD,"Wang, Wei",3.3038235294117646
2013,Fall,PSYC,100,Intro Psych,LCD,"Mu, Wenting",2.6595555555555555
2018,Fall,ARCH,423,Soc/Beh Factors for Design,LCD,"Anthony, Kathryn H",3.7243478260869565
2011,Spring,LER,100,Introduction to Labor Studies,ONL,"Takahashi, Beverly",2.7103333333333333
2010,Fall,CHEM,199,Undergraduate Open Seminar,DIS,"Adams, Gretchen",3.9583333333333335
2011,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.5003846153846156
2021,Fall,CS,567,Social Spaces,LCD,"Karahalios, Kyratso G",3.857619047619048
2015,Fall,SOC,100,Introduction to Sociology,DIS,"Brooks, Jay",3.102758620689655
2014,Fall,MATH,415,Applied Linear Algebra,LEC,"Straub, Armin",3.2714361702127666
2010,Spring,ARCH,451,Theory & Design Steel & Timber,LEC,"Aminmansour, Abbas",3.4040845070422536
2013,Fall,ACCY,301,Atg Measurement & Disclosure,LCD,"Jackson, Kevin",3.273846153846154
2021,Summer,EPS,405,Historical and Social Barriers,ONL,"Hale, Jon N",3.5808620689655166
2017,Spring,MUS,240,Orientation Mus Tchg Lrng K-HS,,"Sweet, Bridget M",3.5881578947368418
2020,Spring,HDFS,120,Intro to Family Studies,ONL,"Hughes, Robert",3.456140350877193
2017,Spring,ACCY,304,Accounting Control Systems,,"Vance, Thomas W",3.4742307692307692
2015,Fall,SOC,380,Social Research Methods,Q,"Zeng, Liqun",3.7037037037037037
2018,Fall,MUS,269,Wind Orchestra,PR,"Peterson, Elizabeth B",3.912280701754386
2014,Fall,ECON,202,Economic Statistics I,Q,"Schultz, Colleen",3.1185714285714283
2020,Fall,ECE,342,Electronic Circuits,ONL,"Hanumolu, Pavan Kumar",3.6163636363636367
2014,Spring,ENGL,250,The American Novel to 1914,LCD,"Bauer, Dale",3.3474999999999997
2017,Spring,ACCY,202,Accounting and Accountancy II,,"Valentine, Courtney M",2.838387096774194
2015,Spring,ACE,161,Microcomputer Applications,LBD,"Rogalla, Valerie",3.3333333333333335
2019,Fall,ECE,205,Electrical & Electronic Ckts,LEC,"Radhakrishnan, Chandrasek",3.184958333333334
2010,Fall,SPAN,326,Cultural Studies Americas II,LCD,"Goldman, Dara E",3.8033333333333332
2012,Fall,KIN,120,Injuries in Sport,LEC,"Martindale, Alan R",2.525
2018,Spring,MSE,304,Electronic Properties of Matls,,"Schleife, Andre",3.2150000000000003
2017,Spring,BADM,350,IT for Networked Organizations,,"Subramanyam, Ramanath",3.739692307692308
2014,Spring,NPRE,442,Radioactive Waste Management,LCD,"Roy, William R",3.2004
2018,Spring,ACE,335,Food Marketing and Behavior,,"Ellison, Brenna",3.3850000000000002
2013,Fall,ANTH,143,Biology of Human Behavior,DIS,"Clancy, Kathryn B",3.4831034482758616
2013,Fall,MUS,411,Genre Studies in Musicology,LCD,"Syer, Katherine R",3.7628571428571425
2016,Fall,CS,173,Discrete Structures,,"Fleck, Margaret M",3.082857142857143
2020,Spring,ECE,206,Electrical & Electronics Lab,LAB,"Radhakrishnan, Chandrasek",3.849354838709677
2018,Spring,FSHN,199,Study Abroad to Mediterranean,,"Burkhalter, Toni M",3.7142857142857144
2011,Fall,RST,101,Orientation to Leisure Studies,LCD,"Paden, Lori Kay",3.6320779220779214
2012,Fall,FIN,501,Financial Economics,LCD,"Miller, Nolan H",3.474545454545455
2015,Fall,ACCY,302,Decision Making for Atg,LCD,"Chen, Xiaoling",3.1855555555555553
2011,Fall,NPRE,457,Safety Anlys Nucl Reactor Syst,LCD,"Ragheb, Magdi",3.3419999999999996
2016,Spring,LER,110,Labor and Social Movements,ONL,"Ashby, Steven",3.078076923076923
2014,Fall,JOUR,200,Introduction to Journalism,LCD,"Follis, Jennifer E",3.2280405405405403
2019,Spring,ACCY,515,Auditing & Assurance Standards,LCD,"Williams, Devin J",3.4545454545454546
2019,Fall,HIST,100,Global History,LEC,"Peychev, Stefan P",3.2413793103448274
2015,Spring,FIN,221,Corporate Finance,DIS,"Amiri Moghadam, Sadra",3.3611111111111116
2011,Summer,BTW,250,Principles Bus Comm,LCD,"Kelly, Daniel",3.6129166666666666
2014,Spring,CHLH,572,Principles of Epidemiology,LCD,"Grigsby, Diana S",3.6165384615384615
2013,Spring,MATH,285,Intro Differential Equations,LCD,"Manfroi, Aldo J",3.050769230769231
2017,Spring,FIN,500,Introduction to Finance,,"Yang, Xi",3.9536111111111105
2011,Summer,PHYS,212,University Physics: Elec & Mag,LEC,"Beck, Douglas H",2.4477224199288257
2017,Fall,CS,210,Ethical & Professional Issues,,"Cunningham, Ryan M",3.639107142857142
2010,Spring,FIN,221,Corporate Finance,DIS,"Nyekel, Victor I",3.117297297297297
2017,Fall,CHEM,103,General Chemistry Lab I,,"Fuerste, Wade C",3.547857142857143
2017,Spring,BADM,380,International Business,,"Bucheli, Marcelo",3.8247222222222224
2021,Fall,CLCV,224,Amer Race&Ethnicity ClasicTrad,DIS,"Martinez, Jeffery D",3.8
2016,Fall,JOUR,311,Media Law,,"Holden, Benjamin A",3.4344642857142857
2017,Spring,BIOE,498,Stem Cell Bioengineering,,"Underhill, Gregory H",3.5808695652173914
2013,Spring,MUS,102,Music Theory and Practice II,LEC,"Carrillo, Carlos R",2.690845070422535
2019,Fall,HDFS,220,Families in Global Perspective,LCD,"Sahin, Esra",3.2334951456310685
2013,Spring,CHLH,199,Undergraduate Open Seminar,LCD,"Peterson, Elizabeth H",3.817096774193548
2012,Fall,HDFS,120,Intro to Family Studies,LCD,"Belton, Frances E",3.6881632653061223
2019,Fall,CHLH,456,Organization of Health Care,LCD,"Seraphin, Tammy J",3.4059493670886067
2014,Fall,PHIL,107,Intro to Political Philosophy,LCD,"Dyschkant, Alexis N",3.1972727272727273
2019,Spring,MATH,442,Intro Partial Diff Equations,LCD,"Dyachenko, Sergey A",2.643571428571429
2018,Spring,PHYS,401,Classical Physics Lab,,"Colla, Eugene V",2.419677419354839
2014,Fall,ADV,460,Innovation in Advertising,LEC,"Ham, Chang Dae",3.783720930232558
2021,Summer,ECON,302,Inter Microeconomic Theory,ONL,"Buckley, Bryan D",2.6481481481481475
2021,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Joesting, Jennifer J",2.8737931034482758
2011,Fall,PSYC,100,Intro Psych,LCD,"Fayard, Jennifer V",2.9785106382978723
2016,Fall,NPRE,481,Writing on Technol & Security,,"Roy, William R",3.5634482758620685
2015,Spring,ACCY,405,Assurance and Attestation,LCD,"Thompson, Anne M",3.2544736842105264
2011,Spring,RLST,110,World Religions,DIS,"Evers, John R",3.371923076923077
2019,Fall,CHEM,202,Accelerated Chemistry I,LEC,"Decoste, Donald J",2.5166847826086958
2013,Spring,PHIL,214,Biomedical Ethics,DIS,"Livengood, Jonathan M",3.493478260869565
2013,Spring,CEE,506,Pavement Design II,LCD,"Roesler, Jeffery R",3.4352173913043482
2014,Spring,ASTR,414,Astronomical Techniques,LEC,"Kemball, Athol J",3.3333333333333335
2010,Spring,AAS,100,Intro Asian American Studies,DIS,"Lee, Alexander J",3.885625
2015,Fall,FIN,501,Financial Economics,LCD,"Deryugina, Tatyana",3.6243589743589744
2020,Fall,BADM,350,IT for Networked Organizations,ONL,"Ghoshal, Abhijeet",3.9232307692307695
2018,Spring,FIN,463,Investment Banking,,"Reitz, Philip",3.4619230769230764
2014,Fall,SHS,120,"Child, Comm, & Lang Ability",ONL,"Wachtel, Jayne M",3.911111111111111
2011,Summer,LAW,668,Decendent's Estates and Trusts,LCD,"Ross, Richard J",3.29125
2020,Fall,CEE,472,Structural Dynamics I,LCD,"Spencer, B F",3.728148148148148
2014,Fall,SOC,226,Political Sociology,LEC,"Bohr, Jeremiah J",2.8560000000000003
2020,Spring,MUS,418,Regional Studies in Musicology,LCD,"Eagen, Megan K",3.7739999999999996
2010,Spring,GER,102,Beginning German II,LCD,"Schultz, Christina R",3.3636363636363638
2017,Fall,TAM,210,Introduction to Statics,,"Juarez, Gabriel",3.024172661870504
2018,Spring,PSYC,496,Schizotypy & Schizophrenia,,"Kwapil, Thomas R",3.5274193548387096
2021,Fall,LAW,601,Contracts,LCD,"Brubaker, Ralph E",3.209571428571429
2013,Fall,IB,360,Evolution and Human Health,DIS,"Sears, Karen",3.607647058823529
2013,Fall,ECON,302,Inter Microeconomic Theory,DIS,"DiIanni, Isaac",2.9447222222222225
2015,Spring,HIST,315,"Discovery, Tourism and Travel",LCD,"Quick, Elizabeth P",2.9523809523809526
2016,Spring,ACCY,410,Advanced Financial Reporting,LCD,"Urcan, Oktay",3.2455882352941177
2016,Spring,CHEM,103,General Chemistry Lab I,LAB,"Jones, Cameron L",3.5241269841269838
2014,Fall,LAW,602,Property,LCD,"Reynolds, Laura A",3.2064150943396226
2018,Spring,ANSC,110,Life With Animals and Biotech,,"Allen, Crystal A",3.7587234042553193
2017,Fall,LAS,101,Freshman Seminar,,"Soranso, Murillo S",3.6
2010,Fall,HDFS,225,Close Relationships,LCD,"Shapiro, Constance H",3.223111111111111
2013,Spring,MCB,247,Human Anat & Physiol Lab II,LAB,"Brown, Chester M",2.8155555555555556
2018,Spring,MCB,101,Intro Microbiology Laboratory,,"Chapman, Kenneth",3.347391304347826
2012,Fall,KIN,104,Ice Skating I,LAB,"Vitosky, Caitlin L",3.8846153846153846
2012,Fall,ENG,491,Engr Design Solar Decathlon,LEC,"Wang, Xinlei",3.6674193548387097
